Change Pair,Count
"('+ a', '+ huge')",1
"('+ in', '+ R&#38;D.')",1
"('+ Infrastructure', '+ team')",1
"('+ CTO', '+ and')",1
"('+ under', '+ the')",1
"('+ UX', '+ professionals')",1
"('+ engineers', '+ and')",1
"('+ intelligent', '+ software')",1
"(""+ I'm"", '+ particularly')",1
"('+ Bloomberg,', '+ but')",1
"('+ open', '+ at')",1
"('+ incoming', None)",1
"('- href=""http://www.2600hz.com""', None)",1
"('- >http://www.2600hz.com</a>)', None)",1
"('- Practice', None)",1
"('- href=""http://hire.jobvite.com/CompanyJobs/Careers.aspx?c=q319VfwS&amp;jvi=orl3Yfwx,job""', None)",1
"('+ http://hire.jobvite.com/CompanyJobs/Careers.aspx?', None)",1
"('+ Francisco,', None)",1
"('- Sebastopol,', '+ San')",1
"('- supplemental', '+ additional')",1
"('- strengthens', '+ makes')",1
"('+ areas', None)",1
"('- Areas', None)",1
"('+ practice', None)",1
"('+ statistics', None)",1
"('- ERLANG', None)",1
"('- demographics', '+ various')",1
"('- Sebastopol,', '+ Embok,')",1
"('- talent.', None)",1
"('+ seed', None)",1
"('- weed', None)",1
"('- 2600hz,', '+ 2727z,')",1
"('- FreeSWITCH', '+ FreeSWitch')",1
"('+ (General', None)",1
"('- (Major', '+ EIL')",1
"('- Illinois', None)",1
"('- Urbana-Champaign.', None)",1
"('- Relatedly,', None)",1
"('+ connecting', '+ them')",1
"(""+ people's"", '+ lives')",1
"('+ that', '+ improves')",1
"('+ high-quality', '+ software')",1
"('+ about', '+ producing')",1
"('+ CA.', '+ We')",1
"('+ http://blog.desksnear.me/careers/ruby-on-rails-job.html', None)",1
"('+ below', '+ for')",1
"('+ the', '+ link')",1
"('+ team.', '+ See')",1
"('+ our', '+ growing')",1
"('+ role', '+ in')",1
"('+ a', '+ key')",1
"('+ their', '+ entirety,')",1
"('+ features', '+ in')",1
"('+ build', '+ out')",1
"('+ code', '+ daily,')",1
"(""+ You'll"", '+ ship')",1
"('+ this', '+ passion.')",1
"('+ who', '+ shares')",1
"('+ Ruby', '+ developer')",1
"('+ workspaces.', ""+ We're"")",1
"('+ by', '+ connecting')",1
"('+ toolkit', None)",1
"('- tool', None)",1
"('- ""This', None)",1
"('- href=""https://www.texastribune.org/jobs/platform-developer/""', None)",1
"('- href=""https://helloshow.workable.com/""', None)",1
"('- Here:', None)",1
"('- Manager', None)",1
"('- Developer', None)",1
"('- UI/UX', None)",1
"('+ amazing!', None)",1
"('- amazing!""', None)",1
"('+ This', None)",1
"('+ now?', None)",1
"('- kit', None)",1
"('- now?""', None)",1
"('+ How', None)",1
"('- ""How', None)",1
"('+ range', None)",1
"('- ranged', None)",1
"('+ Groovek', None)",1
"('- Grooveshark', None)",1
"('- Desk.com,', '+ Desktop.com,')",1
"('- Florida,', '+ Miami,')",1
"('+ with', '+ flexible')",1
"('+ lives', '+ by')",1
"('- academic', None)",1
"('+ improves', ""+ people's"")",1
"('- future.', None)",1
"('- shape', None)",1
"('- decisions', None)",1
"('- ready', None)",1
"('- tiny', None)",1
"('- Come', None)",1
"('+ Sound', '+ A')",1
"('+ Interns.', None)",1
"('- handful', None)",1
"('- above,', None)",1
"('- stated', None)",1
"('- sunny', None)",1
"('- expand', None)",1
"('- conferences.', None)",1
"('- journals', None)",1
"('- peer', None)",1
"('- articles', None)",1
"('- 100+', None)",1
"('- published', None)",1
"('- whole,', None)",1
"('- background,', None)",1
"('+ ),', None)",1
"('- ).', None)",1
"('- THREE', '+ three')",1
"('- launch', None)",1
"('+ producing', '+ high-quality')",1
"('+ Francisco', '+ CA.')",1
"('+ http://blog.desksnear.me/careers/ruby-on-rails-job.html', '+ >')",1
"('- href=""http://blog.desksnear.me/careers/ruby-on-rails-job.html""', None)",1
"('+ near', None)",1
"('- Near', None)",1
"(""- I'd"", None)",1
"('- eBooks,', None)",1
"('- about.', None)",1
"('- giant', None)",1
"('- zipline!).', None)",1
"('- hire.', None)",1
"('- kind', None)",1
"('- says', None)",1
"('- YCombinator', None)",1
"('- 4', None)",1
"('- gone', None)",1
"('- terrific', None)",1
"('- culture,', None)",1
"('- engineer-driven', None)",1
"('+ many', '+ jobs')",1
"('+ there', '+ are')",1
"('+ /', '+ London.')",1
"('- Redis', None)",1
"('+ and', '+ fun')",1
"('- you', ""+ you'"")",1
"('+ redguava,', '+ is')",1
"('+ -Based', '+ on')",1
"('+ here;', '+ but')",1
"('+ page', None)",1
"('+ https://dukgo.com/help/en_US/company/hiring', None)",1
"('- href=""https://dukgo.com/help/en_US/company/hiring""', None)",1
"('- avid', '+ enthusiast')",1
"('- directly:', None)",1
"('- Marketplace.', None)",1
"('- Compute', None)",1
"('- OnApp', None)",1
"('+ this', None)",1
"('+ already', '+ done')",1
"('+ http://onapp.com/platform/onapp-en-code-onapp-no-scale', '+ anywhere')",1
"('- Developers', '+ the')",1
"('- actively', None)",1
"('- C++,', None)",1
"('+ done', '+ this')",1
"(""+ We've"", '+ already')",1
"('+ sent', None)",1
"('- href=""http://climate.com/careers""', None)",1
"('+ http://climate.com/careers', None)",1
"('- statistics,', None)",1
"('- engineers,', None)",1
"('- leads,', None)",1
"('- Experienced', None)",1
"('- 3.', None)",1
"('- services.', None)",1
"('- underly', None)",1
"('- multiscale', None)",1
"('- surveys', None)",1
"('- geological', None)",1
"('- agricultural', None)",1
"('- sensing,', '+ behavior,')",1
"('- weather', None)",1
"('- models,', None)",1
"('- elevation', None)",1
"('- images,', None)",1
"('- satellite', None)",1
"('- synthesizing', None)",1
"('- land,', None)",1
"('- arable', None)",1
"('- piece', None)",1
"(""- there's"", None)",1
"('- comprises', None)",1
"('- pull', None)",1
"('- -------------------------------------', None)",1
"('+ description.', '+ Kraków,')",1
"('+ Rails/Ember.js.', '+ The')",1
"('+ the', '+ Ruby')",1
"('+ company,', '+ pydic.com,')",1
"('+ Kraków.', '+ The')",1
"('+ center', '+ of')",1
"('+ http://nibynic.com/jobs.html', None)",1
"('- href=""http://nibynic.com/jobs.html""', None)",1
"('- eBook', '+ EIGHT')",1
"('- permit', None)",1
"('- must', None)",1
"('- Amsterdam.', None)",1
"('- Stockholm', None)",1
"('- (primary),', None)",1
"('- Helsinki', None)",1
"('- during', None)",1
"('- available', None)",1
"('- required', None)",1
"('- world.', None)",1
"('- organisations', None)",1
"('- thousand', None)",1
"('+ Poland', '+ Ruby')",1
"('+ developer', ""+ We're"")",1
"('+ an', '+ eager')",1
"('+ Candidates', '+ able')",1
"('- href=""http://onapp.com/platform/onapp-cdn/""', None)",1
"('- federation', '+ fusion')",1
"('+ (Dedisire,', None)",1
"('- (Dediserve,', None)",1
"('+ http://onapp.com', None)",1
"('- href=""http://onapp.com""', None)",1
"('+ of', '+ K')",1
"('+ in', '+ center')",1
"('+ onsite', '+ (office')",1
"('+ like', '+ Ember.js.')",1
"('+ to', '+ learn')",1
"('+ modern', '+ technologies')",1
"('+ familiar', '+ with')",1
"('+ to', '+ become')",1
"('+ but', '+ wants')",1
"('+ or', '+ JavaScript')",1
"('+ in', '+ Rails')",1
"('+ quite', '+ fluent')",1
"('+ is', '+ already')",1
"('+ developer', '+ who')",1
"('- managers,', None)",1
"('- compelling', None)",1
"('- May.', '+ May...')",1
"('+ java,', '+ a')",1
"('+ technologies.', '+ See')",1
"('+ with', '+ latest')",1
"('+ Challenging', '+ work')",1
"('+ fine.', '+ -')",1
"('+ work', '+ is')",1
"('+ some', '+ remote')",1
"('+ role', '+ but')",1
"('+ -ly', '+ on-site')",1
"('- Mostly', None)",1
"('+ -ly', None)",1
"('- refresh.io', ""+ rest.io'"")",1
"('+ APIs,', '+ mongo,')",1
"('+ with', '+ REST')",1
"('+ angular/backbone/ember.', '+ Familiarity')",1
"('+ CSS,', '+ JSON,')",1
"('+ javascript,', '+ HTML,')",1
"('+ Web-developer', '+ position.')",1
"('+ company,', '+ Refresh,')",1
"('+ CalTrain.', '+ The')",1
"(""+ rest.io'"", '+ Based')",1
"('+ jobs', '+ at')",1
"('+ -', '+ Great')",1
"('+ computer', '+ equipment.')",1
"('+ -', '+ Flexible')",1
"('+ About', '+ the')",1
"('- >http://www.bloomberg.com/ux</a>', None)",1
"('- href=""http://www.bloomberg.com/ux""', None)",1
"('- >http://jobs.bloomberg.com/</a>', None)",1
"('- href=""http://jobs.bloomberg.com/""', None)",1
"('+ cool', '+ discussions.')",1
"('+ fun', '+ water')",1
"('+ water', '+ cool')",1
"('- >http://www.fogcreek.com/jobs/</a>', None)",1
"('- href=""http://www.fogcreek.com/jobs/""', None)",1
"('+ https://atlassian.com/company/careers/jobs/listing?org=ATLASSAN&amp;cws=1&amp;rid=1960', None)",1
"('+ hours.', '+ -ly')",1
"('- href=""https://www.atlassian.com/company/careers/jobs/listing?org=ATLASSIAN&amp;cws=1&amp;rid=1961""', None)",1
"('+ https://atlassian.com/company/careers/jobs/listing?org=ATLASSAN&amp;cws=1&amp;rid=1961', None)",1
"('- href=""https://www.atlassian.com/company/careers/jobs/listing?org=ATLASSIAN&amp;cws=1&amp;rid=1581""', None)",1
"('+ pick', None)",1
"('- (pick', None)",1
"('- briefing', '+ telling')",1
"('+ targeted', None)",1
"('- targets', None)",1
"('+ is', '+ fine')",1
"('+ plus.', '+ email:')",1
"('+ raised', None)",1
"('- interdiscplinary', None)",1
"('- rraised', None)",1
"('- mouse', None)",1
"('- “purchase', None)",1
"('- circumvented', None)",1
"('- patent', None)",1
"('- 1-click', None)",1
"('- Amazon’s', None)",1
"('+ portfolio', None)",1
"('- Portfolio', None)",1
"('+ upward,', None)",1
"('- upwards,', None)",1
"('+ producing', '+ beautiful')",1
"('- sparkling', '+ creating')",1
"('+ creative', None)",1
"('- creativity', None)",1
"('- concise', '+ succinct')",1
"('+ https://hireart.com/jobs/9b26ada4/apply', None)",1
"('- href=""https://www.hireart.com/jobs/9b26ada4/apply""', None)",1
"('- durable', None)",1
"('- pressing', None)",1
"('- supported', None)",1
"('- cross-collaboration', None)",1
"('- hover”.', None)",1
"('- relationships', None)",1
"('- largest', None)",1
"('- releases,', None)",1
"('+ r', None)",1
"('- Learning', None)",1
"('- Product-centric', None)",1
"('- Intelligent,', None)",1
"('- Stuff', None)",1
"('- Good', None)",1
"('- tactics', None)",1
"('- Creating/practicing', None)",1
"('- tweets', None)",1
"('- press', None)",1
"('- advertisers', None)",1
"('- identity', None)",1
"('- improved', None)",1
"('- Gathering', None)",1
"('- communications', None)",1
"('- curating', None)",1
"('- Creating', None)",1
"('- inside', None)",1
"('- Understanding', None)",1
"('- devise', None)",1
"('+ https://texastribune.org/jobs/platform-developer/', None)",1
"('+ are', None)",1
"('+ Baltimore,', '+ MD;')",1
"('+ have', '+ over')",1
"('+ a', '+ .NET/C#')",1
"('+ are', '+ mostly')",1
"('+ work.', '+ We')",1
"('+ and', '+ device/mobile')",1
"('+ a', '+ mix')",1
"('+ we', '+ do')",1
"('+ Cruz),', '+ and')",1
"('+ in', '+ Santa')",1
"('+ P', '+ GH,')",1
"('+ devs', '+ in')",1
"('+ in', '+ P[,')",1
"('+ Javascript.', '+ Based')",1
"('+ GH,', None)",1
"('- PGH,', None)",1
"('- >http://www.invivodata.com/aboutus/careers/product-developmen...</a>', None)",1
"('- href=""http://www.invivodata.com/aboutus/careers/product-development-software-developer/""', None)",1
"('+ sm', None)",1
"('+ join', '+ a')",1
"('+ interested', '+ to')",1
"('+ When', ""+ you're"")",1
"('+ killer', '+ retention.')",1
"('+ shop,', '+ but')",1
"('+ my', '+ current')",1
"('+ project', '+ is')",1
"('+ >', '+ *')",1
"('+ reproducits', None)",1
"('- reproduces', None)",1
"('+ change', None)",1
"('- Change', None)",1
"('- >http://runmycode.org</a>)', None)",1
"('- href=""http://runmycode.org""', None)",1
"('+ discussions.', None)",1
"('- >http://www.timesys.com/company/careers</a>', '+ tell')",1
"('+ Site', None)",1
"('+ &', '+ DevOps')",1
"('+ heavy', '+ on')",1
"('- ::', '+ &')",1
"('+ untest', None)",1
"('- monkey', '+ linux')",1
"('- diminishing', '+ developing')",1
"('- peak', '+ drop')",1
"('+ weather', None)",1
"('- Weather', None)",1
"('+ Javascript.', None)",1
"('+ the', '+ Javascript.')",1
"('+ 3m', '+ downloads')",1
"('+ hire.', '+ We')",1
"('+ Full', '+ Time,')",1
"('+ first', '+ engineering')",1
"('+ a', '+ substantial')",1
"('+ goods.', '+ Maybe')",1
"('+ family,', '+ but')",1
"('+ company,', '+ the')",1
"('+ Interested.', '+ But')",1
"('+ most', '+ recent')",1
"('- earliest', '+ The')",1
"('- Probably', None)",1
"('- Gumroad', '+ Overflow')",1
"('+ here:', '+ https://github.com/Sunwooz/Hacker-News-Job-Per-Customer-Par')",1
"('+ https://github.com/shooz/Hacker-News-Job-Per-Customer-Par', None)",1
"('+ company,', '+ 2020,')",1
"('+ Los', '+ Angeles,')",1
"('+ http://twenty20.theresumator.com/apply/Xdz6WY/Product-Designer.html', None)",1
"('- href=""http://twenty20.theresumator.com/apply/Xdz6YE/Product-Designer.html""', None)",1
"('- tendency', '+ knack')",1
"('- artistic', '+ creative')",1
"('- cases,', None)",1
"('- prints,', None)",1
"('- framed', None)",1
"('+ front', '+ papers,')",1
"('+ interested.', '+ Interested.')",1
"('+ But', '+ on')",1
"('- www.investcloud.com', None)",1
"('+ technologies:', '+ http://d.')",1
"('+ for', '+ our')",1
"('+ co-founders', '+ who')",1
"('+ are', '+ two')",1
"('+ at', '+ KeepSafe')",1
"('+ downloads', '+ We')",1
"('+ hire,', '+ &#62;3m')",1
"('+ Fulltime', '+ first')",1
"('+ Francisco,', '+ SOMA.')",1
"('+ dropbox..', '+ The')",1
"('+ first', '+ hire')",1
"('+ investcloud.com', None)",1
"('+ the', '+ Fulltime')",1
"('+ company,', '+ KeepSafe,')",1
"('+ SOMA.', '+ The')",1
"('- >http://dl.dropbox.com/u/620820/SF%203m%2B%20Startup%20first%...</a>', None)",1
"('- href=""http://dl.dropbox.com/u/620820/SF%203m%2B%20Startup%20first%20hire.pdf""', None)",1
"('- .NET,', None)",1
"('- Git.', None)",1
"('- architectures.', None)",1
"('- celebrating', '+ recognizing')",1
"('- professors', '+ teachers')",1
"('+ or', '+ REMOTE.')",1
"('- href=""http://www.twenty20.com""', None)",1
"('- SfunCube', None)",1
"('+ for', '+ several')",1
"('+ known', '+ asArc90,')",1
"('+ team', '+ previously')",1
"('+ New', '+ York/NYC/Remote-friendly')",1
"('- EDM', '+ EMSM')",1
"('- Required==', None)",1
"('- ==Experience', None)",1
"('- easy.', None)",1
"('- area', None)",1
"('- bay', None)",1
"('- commuting', None)",1
"('- stop,', None)",1
"('- BART', None)",1
"('- St', None)",1
"('- 19th', None)",1
"('- corner', None)",1
"('- panels!', None)",1
"('- desks', None)",1
"('- deck,', None)",1
"('- roof', None)",1
"('- fantastic.', None)",1
"('+ build', '+ a')",1
"('+ brand', '+ new')",1
"('+ platform', '+ around')",1
"('+ some', '+ code')",1
"('+ online', '+ archive')",1
"('+ are', '+ an')",1
"('+ stories.', '+ We')",1
"('+ around', '+ great')",1
"('+ network', '+ built')",1
"('+ and', '+ social')",1
"('+ publishing', '+ company')",1
"('+ Byliner', '+ Inc.')",1
"('+ samples', None)",1
"('+ note', '+ with')",1
"('+ EMSM', '+ (electronic')",1
"('+ drop', '+ a')",1
"('+ Designers', '+ If')",1
"('+ +', '+ Python)')",1
"('+ Developers', '+ (JVM')",1
"('+ Back', '+ End')",1
"('+ iOS)', '+ Front')",1
"('+ (Android', '+ +')",1
"('+ Mobile', '+ Developers')",1
"('+ dance', '+ music).')",1
"('- dedicated', None)",1
"('+ Cube', None)",1
"('+ RunMyCode,', '+ is')",1
"('- SfunCube', '+ Sfun')",1
"('+ Ruby', '+ Developer')",1
"('+ NY', '+ -')",1
"('+ Bookkeep', ""+ Wys.unkt.com/jobs'"")",1
"('+ Unkt', None)",1
"('- Unpakt', None)",1
"('+ to', '+ Victoria')",1
"('+ cover', '+ letter')",1
"('+ CV', '+ and')",1
"('+ email', '+ your')",1
"('+ sounds', '+ exciting')",1
"('+ If', '+ this')",1
"('+ if', '+ interested.')",1
"('+ science', '+ groups')",1
"('+ and', '+ citizen')",1
"('+ scientific', '+ community')",1
"('+ possible', '+ outreach')",1
"('+ plus;', '+ *')",1
"('+ python', '+ a')",1
"('+ S+,', '+ Matlab,')",1
"('+ technologies:', '+ R,')",1
"('+ fulltime', '+ engineers')",1
"('+ &amp;', '+ Bookkeep')",1
"('+ Wys.unkt.com/jobs/', '+ Based')",1
"('+ Unkt,', '+ is')",1
"('+ lower', None)",1
"('- Lucas,', None)",1
"('- Elena', None)",1
"('+ ELuc,', None)",1
"('- Daniel', '+ Dan')",1
"('- unexpectedly', '+ incredibly')",1
"('- csv', '+ csv,')",1
"('- xml', '+ html')",1
"('+ often', None)",1
"('- Often', None)",1
"('- lowers', None)",1
"('- Bookkeeper', '+ Bookkeepers')",1
"('+ utilityAPI', None)",1
"('- UtilityAPI', None)",1
"('+ Developer', '+ &amp')",1
"('+ the', '+ Bookkeepers')",1
"('+ company,', '+ Unkt,')",1
"('+ Www.unkt.com/jobs/', None)",1
"('- Www.unpakt.com/jobs', None)",1
"('+ Bookkeep', None)",1
"('+ Developer', '+ &amp;')",1
"('- printed', '+ written')",1
"('+ at', '+ https://planetlabs.recruiterbox')",1
"('+ Reston,', '+ VA')",1
"('- disabled', None)",1
"('+ UK', '+ -')",1
"('+ -', '+ London,')",1
"('+ original', '+ description.Arachnys')",1
"('+ Hadoop,', '+ ElasticSearch.')",1
"('+ permanent', '+ position.')",1
"('+ Full', '+ time,')",1
"('+ Arachnys,', '+ is')",1
"('+ Angel', '+ station.')",1
"('+ offices', '+ near')",1
"('+ Our', '+ new')",1
"('+ https://arachnys.com/jobs', None)",1
"('- href=""https://www.arachnys.com/jobs""', None)",1
"('+ nimblestay', '+ [dot')",1
"('+ nimblestay', None)",1
"('- want', '+ wanted')",1
"('+ that', None)",1
"('+ long', '+ ago')",1
"('+ decided', '+ not')",1
"('- studies', None)",1
"('- formal', None)",1
"('- continue', None)",1
"('+ https://arachnys.com/jobs', '+ >')",1
"('+ (Full', '+ time,')",1
"('+ permanent)', ""+ We're"")",1
"('+ Mathew', None)",1
"('+ Mobile', '+ Dev')",1
"('+ company,', '+ investorguide,')",1
"('+ area).', '+ The')",1
"('+ (Washington', '+ DC')",1
"('+ Fland', '+ VA')",1
"('- overnight.', None)",1
"('- blow', None)",1
"('- ideas', '+ ideas.')",1
"('- Osborne.', '+ O.')",1
"('- Matthew', None)",1
"('+ building', None)",1
"('+ JQuery.', None)",1
"('+ Angular.js', '+ and')",1
"('+ frameworks', '+ like')",1
"('+ CSS,', '+ HTML,')",1
"('+ JSTL,', '+ AJAX,')",1
"('+ application', '+ layers,')",1
"('+ from', '+ all')",1
"('+ or', '+ knowledge')",1
"('+ -', '+ Experience')",1
"('- now,', None)",1
"('- time!', None)",1
"('+ backends.', '+ The')",1
"('- whole', None)",1
"('+ you', '+ might')",1
"('+ >', '+ What')",1
"('+ -', '+ http://spacex.com/careers/position/3857')",1
"('+ analysis', '+ system')",1
"('+ logging', '+ and')",1
"('+ flight', '+ data')",1
"('- Simulations', '+ Software')",1
"('- href=""http://www.spacex.com/careers/position/3366""', None)",1
"('- Borg,', '+ Boston,')",1
"('+ http://spacex.com/careers/position/3825', None)",1
"('- href=""http://www.spacex.com/careers/position/3895""', None)",1
"('+ http://youtube.be/9ZDkItO-0a4', None)",1
"('- href=""http://youtu.be/9ZDkItO-0a4""', None)",1
"('+ http://youtube.be/DjukUf__4vPA', None)",1
"('- href=""http://youtu.be/DjpUf__4vPA""', None)",1
"('+ http://spacex.com', None)",1
"('- href=""http://spacex.com""', None)",1
"('- Hawthorne,', '+ Engineering,')",1
"('- disabled', '+ disability')",1
"('- remembered', '+ heard')",1
"('- anyone,', '+ any,')",1
"('+ not', '+ know')",1
"('+ is', '+ that')",1
"('+ we', '+ need')",1
"('+ system', None)",1
"('+ thirty', '+ years')",1
"('+ more', '+ than')",1
"('+ classroom', '+ for')",1
"('+ a', '+ math')",1
"('+ the', '+ inside')",1
"('- all', '+ read')",1
"('- remembered', None)",1
"('- href=""http://www.spacex.com/careers/position/3858""', None)",1
"('- thinking', None)",1
"('+ and', '+ analysis')",1
"('+ engineers.', None)",1
"('+ data', '+ logging')",1
"('+ -', '+ http://spacex.com/careers/position/3825')",1
"('- the', '+ engineer')",1
"('- fool', None)",1
"('+ Lead', '+ front-end')",1
"('+ currently', '+ are:')",1
"('+ to', '+ fill')",1
"('+ positions', '+ we')",1
"('- writing', '+ Some')",1
"('+ technologies:', '+ LAMP')",1
"('+ iOS/Android', '+ developers.')",1
"('+ command,', None)",1
"('+ video', '+ features')",1
"('+ While', '+ on')",1
"('+ https://layer.com/jobs#positions', '+ >')",1
"('+ openings,', '+ visit:')",1
"('+ our', '+ full')",1
"('+ information', '+ and')",1
"('+ Tech', '+ Lead')",1
"('+ *', '+ Software')",1
"('+ Ops', '+ Engineer')",1
"('+ *', '+ Dev')",1
"('+ *', '+ Senior')",1
"('+ roles', '+ are:')",1
"('+ high', '+ priority')",1
"('+ A', '+ few')",1
"('+ it', '+ right.')",1
"('+ with', '+ doing')",1
"(""+ we're"", '+ obsessed')",1
"('+ else,', '+ and')",1
"('+ find', '+ anywhere')",1
"('+ you', ""+ won't"")",1
